id,host_id,host_name,host_since,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month
11089653,4810767,Joshua,1/22/13,within an hour,100%,f,1,Broadway,Capitol Hill,98122,47.61449,-122.32261,Apartment,Entire home/apt,5,1,1,4,$49.00 ,245,84,t,strict_14_with_grace_period,5.58
11093014,3074414,Melissa,7/27/12,within an hour,90%,f,62,Green Lake,Other neighborhoods,98115,47.68023,-122.32489,Apartment,Entire home/apt,2,1,1,1,$75.00 ,14,77,f,moderate,0.32
11100061,1844619,Megan,3/2/12,N/A,N/A,f,1,Mount Baker,Rainier Valley,98144,47.58358,-122.29414,House,Entire home/apt,6,2,3,4,$200.00 ,4,100,f,strict_14_with_grace_period,0.11
11111222,595610,Vioure,5/17/11,within an hour,99%,f,42,Broadway,Capitol Hill,98102,47.62013,-122.31629,Apartment,Entire home/apt,2,1,0,1,$135.00 ,300,96,t,strict_14_with_grace_period,6.81
11126156,50550045,Day 1,12/4/15,within an hour,100%,f,170,Belltown,Downtown,98121,47.61434,-122.34829,Apartment,Entire home/apt,4,1,2,2,$128.00 ,74,96,f,strict_14_with_grace_period,1.74
11127133,50550045,Day 1,12/4/15,within an hour,100%,f,170,Central Business District,Downtown,98101,47.61241,-122.33163,Apartment,Entire home/apt,2,1,1,1,$150.00 ,9,100,f,strict_14_with_grace_period,0.21
11128182,4754874,Bobby,1/18/13,within an hour,100%,t,1,Madrona,Central Area,98122,47.60929,-122.29294,House,Private room,2,1,1,1,$42.00 ,120,97,f,strict_14_with_grace_period,2.74
11143024,10320128,Jana,11/28/13,within an hour,100%,t,1,North Beacon Hill,Beacon Hill,98144,47.57964,-122.31582,Apartment,Entire home/apt,8,2,3,5,$249.00 ,203,97,f,moderate,4.76
11143135,11528570,David,1/22/14,N/A,N/A,f,1,Stevens,Capitol Hill,98112,47.62347,-122.30918,Apartment,Entire home/apt,2,1,1,1,$84.00 ,6,97,f,strict_14_with_grace_period,0.14
11149363,4535629,Maggie & Denis,12/31/12,within an hour,100%,f,2,Phinney Ridge,Other neighborhoods,98103,47.6704,-122.35134,Guest suite,Entire home/apt,4,1,1,2,$125.00 ,76,94,t,moderate,1.81
11156208,35961304,Marianne,6/16/15,within an hour,100%,f,20,Belltown,Downtown,98121,47.6169,-122.34554,Condominium,Entire home/apt,4,1,0,2,$119.00 ,250,89,t,strict_14_with_grace_period,5.7
11161633,26925276,Kendra,1/29/15,N/A,N/A,f,1,Broadway,Capitol Hill,98122,47.61806,-122.31823,Apartment,Entire home/apt,4,1,0,2,$90.00 ,0,,f,strict_14_with_grace_period,
11161891,58053756,Abigail,2/9/16,N/A,N/A,f,1,East Queen Anne,Queen Anne,98109,47.63395,-122.34844,House,Entire home/apt,7,2,4,4,$295.00 ,0,,f,strict_14_with_grace_period,
11166887,24426904,Erin,12/2/14,within an hour,100%,t,1,Leschi,Central Area,,47.59912,-122.29488,House,Entire home/apt,2,1,1,1,$150.00 ,20,100,t,moderate,0.83
11169269,58116717,David,2/9/16,within an hour,100%,f,2,Haller Lake,Northgate,98133,47.73257,-122.33688,House,Private room,4,1,2,2,$40.00 ,475,94,f,moderate,10.83
11187428,8534462,Corp Condos & Apts,8/30/13,within an hour,99%,f,951,Belltown,Downtown,98121,47.61329,-122.34991,Apartment,Entire home/apt,3,1,1,1,$219.00 ,44,91,t,strict,1.13
11187785,8534462,Corp Condos & Apts,8/30/13,within an hour,99%,f,951,First Hill,Downtown,98101,47.61025,-122.3307,Apartment,Entire home/apt,3,1,1,1,$219.00 ,1,100,t,strict,0.03
11191342,58264095,Beth,2/10/16,within a few hours,100%,f,1,West Woodland,Ballard,98107,47.66864,-122.36652,Apartment,Entire home/apt,4,1,2,2,$120.00 ,18,88,f,strict_14_with_grace_period,0.43
11192852,8534462,Corp Condos & Apts,8/30/13,within an hour,99%,f,951,Belltown,Downtown,98121,47.61243,-122.3479,Apartment,Entire home/apt,3,1,1,1,$219.00 ,13,88,t,strict,0.31
11192859,8534462,Corp Condos & Apts,8/30/13,within an hour,99%,f,951,Belltown,Downtown,98121,47.61382,-122.34951,Apartment,Entire home/apt,3,1,1,1,$219.00 ,22,90,t,strict,0.54
11192918,8534462,Corp Condos & Apts,8/30/13,within an hour,99%,f,951,First Hill,Downtown,98101,47.60998,-122.33037,Apartment,Entire home/apt,3,1,1,1,$219.00 ,7,94,t,strict,0.16
11192928,8534462,Corp Condos & Apts,8/30/13,within an hour,99%,f,951,First Hill,Downtown,98101,47.60885,-122.3291,Apartment,Entire home/apt,4,1,2,2,$330.00 ,18,91,t,strict,0.42
11193025,8534462,Corp Condos & Apts,8/30/13,within an hour,99%,f,951,Pike-Market,Downtown,98101,47.61184,-122.3425,Apartment,Entire home/apt,3,1,0,1,$169.00 ,57,93,t,strict,1.31
11193030,8534462,Corp Condos & Apts,8/30/13,within an hour,99%,f,951,Pike-Market,Downtown,98101,47.61089,-122.34226,Apartment,Entire home/apt,3,1,1,1,$199.00 ,15,97,t,strict,0.36
11193034,8534462,Corp Condos & Apts,8/30/13,within an hour,99%,f,951,Pike-Market,Downtown,98101,47.61007,-122.3418,Apartment,Entire home/apt,3,1,1,1,$199.00 ,26,90,t,strict,0.61
11209111,10134221,Erika,11/19/13,within an hour,100%,t,4,Genesee,West Seattle,98116,47.56596,-122.3863,House,Entire home/apt,6,3.5,3,3,$250.00 ,12,100,f,strict_14_with_grace_period,0.31
11212116,8534462,Corp Condos & Apts,8/30/13,within an hour,99%,f,951,First Hill,Downtown,98101,47.61023,-122.32896,Apartment,Entire home/apt,3,1,1,1,$219.00 ,4,80,t,strict,0.1
11229199,49392711,Tushar,11/19/15,within an hour,100%,t,1,Fremont,Other neighborhoods,98103,47.65616,-122.34789,House,Private room,2,1,1,1,$89.00 ,402,98,t,flexible,9.47
11237487,54669634,Paul,1/14/16,within an hour,100%,f,13,Riverview,Delridge,98106,47.55455,-122.3532,House,Private room,2,2.5,1,1,$56.00 ,212,95,t,flexible,4.88
11238611,12734446,Caitlin,3/2/14,within an hour,100%,t,1,Columbia City,Rainier Valley,98118,47.56166,-122.29106,Guest suite,Entire home/apt,3,1,1,1,$95.00 ,83,98,f,moderate,3.11
11238941,10894814,Andrew,12/29/13,N/A,N/A,f,1,Mann,Central Area,98122,47.6114,-122.30185,Apartment,Entire home/apt,2,1,0,1,$95.00 ,116,99,f,moderate,2.65
11254431,19984963,Sarah,8/13/14,N/A,N/A,f,1,West Woodland,Ballard,98107,47.66736,-122.36834,House,Private room,2,1.5,1,1,$140.00 ,0,,f,flexible,
11256133,7673935,Garin,7/23/13,within an hour,100%,t,1,Wallingford,Other neighborhoods,98103,47.65767,-122.33297,Guest suite,Entire home/apt,5,1,2,2,$125.00 ,22,99,t,moderate,2.67
11256469,3417239,Richa,8/29/12,within an hour,100%,f,1,Stevens,Capitol Hill,98112,47.6226,-122.30395,Guest suite,Entire home/apt,4,1,1,2,$120.00 ,4,85,f,strict_14_with_grace_period,0.29
11257096,13771267,Paige,4/1/14,within an hour,100%,t,2,Fremont,Other neighborhoods,98103,47.6615,-122.34832,House,Entire home/apt,4,1,2,2,$135.00 ,119,93,f,moderate,2.76
11259633,58385754,Kivaan,2/11/16,within a few hours,96%,f,220,Central Business District,Downtown,98101,47.61325,-122.33331,Condominium,Entire home/apt,2,1,0,1,$200.00 ,5,80,f,super_strict_60,0.12
11259957,11402063,Michael,1/17/14,N/A,N/A,f,1,Wallingford,Other neighborhoods,98103,47.66412,-122.34602,House,Entire home/apt,6,1,3,4,$150.00 ,6,90,f,moderate,0.15
11273183,33837,Lawrence,8/25/09,within an hour,90%,t,1,Rainier Beach,Rainier Valley,98178,47.50678,-122.25296,Guest suite,Entire home/apt,3,1,1,1,$99.00 ,342,98,f,moderate,7.85
11279422,27443684,Benjie Allan,2/8/15,N/A,N/A,f,1,International District,Downtown,98104,47.59894,-122.32589,Apartment,Private room,2,1.5,1,1,$44.00 ,5,96,f,moderate,0.12
11285467,16640492,Michelle And Ted,6/10/14,within an hour,100%,t,1,Georgetown,Other neighborhoods,98108,47.54721,-122.32107,House,Entire home/apt,6,2,2,3,$129.00 ,27,100,t,moderate,3.55
11298389,59045738,Kirk,2/16/16,N/A,N/A,f,1,Greenwood,Other neighborhoods,98103,47.692,-122.35231,House,Entire home/apt,1,1,0,1,$45.00 ,13,88,f,flexible,0.3
11304405,49894948,Karen,11/25/15,within an hour,100%,t,2,Loyal Heights,Ballard,98117,47.68645,-122.38121,Guest suite,Entire home/apt,2,1,0,1,$99.00 ,354,99,t,flexible,8.19
11304669,3671167,Ben,9/25/12,N/A,N/A,f,1,Belltown,Downtown,98121,47.61774,-122.34879,Condominium,Entire home/apt,2,1,1,1,$93.00 ,1,100,t,flexible,0.02
11308653,58929617,Rose,2/15/16,within an hour,100%,f,2,Pinehurst,Northgate,98125,47.7189,-122.31664,House,Private room,2,1.5,1,0,$55.00 ,75,91,t,moderate,1.85
11325366,30939543,Tobey,4/9/15,N/A,N/A,f,1,North Beacon Hill,Beacon Hill,98144,47.57652,-122.31471,House,Entire home/apt,4,1,2,1,$150.00 ,1,80,f,flexible,0.03
11325489,21534602,Kristopher,9/19/14,N/A,N/A,f,1,Broadway,Capitol Hill,98102,47.62228,-122.32323,Apartment,Entire home/apt,2,1,1,1,$249.00 ,18,99,f,moderate,0.43
11335586,37151043,Jessica,6/30/15,within an hour,100%,t,3,Broadway,Capitol Hill,98122,47.6154,-122.31535,Apartment,Entire home/apt,2,1,0,1,$79.00 ,223,97,t,moderate,5.16
11337213,15489145,Phil,5/13/14,within an hour,100%,t,1,Stevens,Capitol Hill,98112,47.62202,-122.30862,Apartment,Entire home/apt,2,1,1,1,$95.00 ,229,96,t,moderate,5.73
11337822,29483577,Suzanne,3/17/15,N/A,N/A,f,1,Gatewood,West Seattle,98136,47.5426,-122.38623,Apartment,Private room,2,1,1,1,$35.00 ,2,70,f,flexible,0.05
11342214,10042180,Ariel,11/15/13,N/A,N/A,f,1,Broadway,Capitol Hill,98122,47.61422,-122.31494,Apartment,Private room,2,1,1,1,$100.00 ,9,93,f,moderate,0.21
11356904,10013531,Cate,11/14/13,within an hour,80%,t,5,Broadway,Capitol Hill,98102,47.62124,-122.31704,Apartment,Entire home/apt,4,1,1,1,$175.00 ,157,98,t,strict_14_with_grace_period,3.78
11361785,50451690,Karen,12/3/15,N/A,N/A,f,1,Loyal Heights,Ballard,98117,47.68165,-122.37778,Townhouse,Private room,3,1,1,2,$80.00 ,30,99,f,moderate,0.73
11363783,21235455,James & Peggy,9/12/14,within an hour,100%,f,5,Cedar Park,Lake City,98125,47.72102,-122.28248,House,Private room,3,2,1,2,$69.00 ,31,92,f,strict_14_with_grace_period,0.73
11374133,59619893,Heather,2/20/16,N/A,N/A,f,1,Bryant,Other neighborhoods,98115,47.68208,-122.28953,Apartment,Entire home/apt,1,1,1,1,$135.00 ,0,,f,flexible,
11374472,21235455,James & Peggy,9/12/14,within an hour,100%,f,5,Cedar Park,Lake City,98125,47.71994,-122.28238,House,Private room,3,1,1,2,$99.00 ,29,90,f,moderate,0.68
11377276,59646246,Veronica,2/20/16,N/A,N/A,f,1,Whittier Heights,Ballard,98117,47.68714,-122.37619,Apartment,Entire home/apt,2,1,1,1,$120.00 ,1,100,f,strict_14_with_grace_period,0.03
11389428,59744567,Joe,2/21/16,within a day,100%,t,1,West Queen Anne,Queen Anne,98119,47.63791,-122.36507,House,Private room,2,1,1,1,$150.00 ,82,97,f,flexible,1.9
11392479,57569802,Susan,2/5/16,within a day,100%,t,1,Haller Lake,Northgate,98133,47.71712,-122.33568,Apartment,Entire home/apt,2,1,1,1,$95.00 ,52,98,f,moderate,1.25
11392677,56435981,Paul,1/28/16,within an hour,100%,f,2,Seward Park,Seward Park,98118,47.56012,-122.26575,Guest suite,Private room,4,1,2,2,$109.00 ,94,93,f,moderate,2.23
11395084,21235455,James & Peggy,9/12/14,within an hour,100%,f,5,Cedar Park,Lake City,98125,47.72009,-122.28199,House,Private room,2,2,1,1,$65.00 ,13,98,f,strict_14_with_grace_period,0.42
11398085,59816374,Kathy,2/21/16,within an hour,100%,t,1,Interbay,Interbay,98199,47.63742,-122.3868,Guesthouse,Entire home/apt,2,1,1,1,$89.00 ,613,99,f,flexible,14.87
11398892,50550045,Day 1,12/4/15,within an hour,100%,f,170,Belltown,Downtown,98121,47.61476,-122.34886,Apartment,Entire home/apt,2,1,0,1,$115.00 ,147,97,f,strict_14_with_grace_period,3.57
11399077,50550045,Day 1,12/4/15,within an hour,100%,f,170,Belltown,Downtown,98121,47.61586,-122.34828,Apartment,Entire home/apt,2,1,0,1,$120.00 ,108,96,f,strict_14_with_grace_period,2.54
11399365,21235455,James & Peggy,9/12/14,within an hour,100%,f,5,Cedar Park,Lake City,98125,47.72202,-122.28192,House,Private room,2,2,1,1,$65.00 ,20,92,f,strict_14_with_grace_period,0.47
11400953,18212027,Emily,7/16/14,N/A,N/A,f,1,First Hill,Downtown,98101,47.61292,-122.32445,Apartment,Entire home/apt,2,1,1,1,$225.00 ,4,100,f,flexible,0.09
11419521,10283735,Mayza,11/26/13,within a few hours,94%,f,8,Cedar Park,Lake City,98125,47.71839,-122.28242,Guesthouse,Entire home/apt,4,1,1,2,$62.00 ,9,87,f,strict_14_with_grace_period,0.26
11421714,51115341,Amie,12/12/15,within a few hours,100%,t,2,Belltown,Downtown,98121,47.61427,-122.34999,Apartment,Private room,2,1,1,2,$49.00 ,70,92,f,moderate,1.61
11433918,4874276,Sarah,1/28/13,within an hour,99%,f,9,Belltown,Downtown,98121,47.61581,-122.3466,Apartment,Entire home/apt,4,1,1,2,$100.00 ,160,92,f,strict_14_with_grace_period,4.09
11434355,26058050,Michael,1/13/15,N/A,N/A,f,1,Ravenna,Other neighborhoods,98115,47.67498,-122.30178,House,Entire home/apt,6,2,3,3,$198.00 ,12,98,f,strict_14_with_grace_period,0.3
11442157,60140113,Cheryl,2/23/16,N/A,N/A,f,1,Briarcliff,Magnolia,98199,47.64909,-122.40652,House,Entire home/apt,8,3,4,4,$225.00 ,0,,f,flexible,
11462366,33360,Laura,8/23/09,within an hour,100%,t,8,North Admiral,West Seattle,98116,47.58264,-122.39981,House,Entire home/apt,4,1,2,2,$250.00 ,65,99,t,strict_14_with_grace_period,1.57
11462832,2277537,Sally,5/2/12,within a few hours,100%,t,2,University District,University District,98105,47.66836,-122.31875,House,Private room,2,1,1,1,$102.00 ,4,100,f,strict_14_with_grace_period,0.09
11478387,60120000,Kishan,2/23/16,within an hour,100%,f,1,Bitter Lake,Other neighborhoods,98133,47.72424,-122.35256,Townhouse,Private room,2,1,1,1,$75.00 ,21,98,f,moderate,0.52
11497199,60543758,Tim,2/26/16,within an hour,100%,t,1,Mann,Central Area,98122,47.61195,-122.30149,House,Entire home/apt,7,1.5,2,4,$119.00 ,104,98,f,moderate,2.48
11498207,60557253,Michael & John,2/26/16,within an hour,100%,t,1,North Beacon Hill,Beacon Hill,98144,47.57272,-122.30396,Guest suite,Entire home/apt,2,1,1,1,$119.00 ,141,99,f,moderate,3.49
11507749,35997927,John,6/16/15,N/A,N/A,f,1,Leschi,Central Area,98144,47.59149,-122.29682,Townhouse,Entire home/apt,5,1.5,2,4,$150.00 ,25,100,f,flexible,1.05
11509343,19010756,Tim & Carrie,7/28/14,within a day,100%,t,1,Arbor Heights,West Seattle,98146,47.51281,-122.38227,Guest suite,Entire home/apt,4,1,0,2,$68.00 ,151,98,f,strict_14_with_grace_period,3.99
11512414,37101658,Heberto,6/30/15,within an hour,100%,t,2,Broadway,Capitol Hill,98102,47.62166,-122.31836,Townhouse,Entire home/apt,5,1.5,2,2,$180.00 ,104,96,f,strict_14_with_grace_period,2.45
11523055,54669634,Paul,1/14/16,within an hour,100%,f,13,Riverview,Delridge,98106,47.5375,-122.35632,House,Private room,2,1,1,0,$55.00 ,43,89,t,flexible,1
11525642,54669634,Paul,1/14/16,within an hour,100%,f,13,Riverview,Delridge,98106,47.53686,-122.35557,House,Private room,2,1,1,1,$54.00 ,70,92,t,flexible,1.73
11531021,54669634,Paul,1/14/16,within an hour,100%,f,13,Riverview,Delridge,98106,47.53686,-122.35621,House,Private room,2,1,1,1,$60.00 ,100,91,t,flexible,2.39
11533621,15198480,Chris,5/6/14,within an hour,100%,t,1,Roosevelt,Other neighborhoods,98115,47.67994,-122.3157,Guest suite,Entire home/apt,4,1,2,2,$130.00 ,97,100,f,strict_14_with_grace_period,2.35
11535056,14662803,Bruce,4/24/14,N/A,N/A,f,1,East Queen Anne,Queen Anne,98109,47.63952,-122.35621,House,Entire home/apt,4,3.5,4,4,$140.00 ,0,,f,strict_14_with_grace_period,
11549328,45334,Avigail,10/12/09,within an hour,100%,t,1,Adams,Ballard,98107,47.6701,-122.39223,Apartment,Entire home/apt,4,1,1,2,$85.00 ,111,99,f,strict_14_with_grace_period,2.67
11552074,43798906,Terry,9/9/15,within an hour,100%,t,3,Alki,West Seattle,98116,47.56982,-122.40713,Cabin,Entire home/apt,10,3.5,4,4,$525.00 ,21,95,f,strict_14_with_grace_period,0.51
11552569,14980831,Rebecca,5/1/14,within an hour,100%,t,9,First Hill,Downtown,98101,47.61265,-122.32932,Apartment,Entire home/apt,6,2,2,4,$185.00 ,98,96,t,moderate,2.38
11555633,11051509,Sarah,1/5/14,within an hour,100%,f,1,Ravenna,Other neighborhoods,98115,47.67556,-122.30655,Guest suite,Private room,3,1,2,2,$115.00 ,106,98,f,moderate,2.51
11573287,61141478,Martha,3/1/16,within a few hours,100%,t,1,Seward Park,Seward Park,98118,47.56419,-122.27258,Apartment,Entire home/apt,4,1,2,2,$120.00 ,22,99,f,moderate,0.58
11583227,20519441,Rebecca,8/25/14,within a few hours,100%,t,1,North Beacon Hill,Beacon Hill,98144,47.57614,-122.31287,Guest suite,Entire home/apt,2,1,0,1,$90.00 ,74,98,f,moderate,2.06
11588490,881457,Aaron,7/27/11,N/A,N/A,f,2,Roosevelt,Other neighborhoods,98115,47.67312,-122.31695,House,Entire home/apt,4,2,2,2,$110.00 ,6,93,f,moderate,0.15
11590752,61303757,Kuhrt,3/2/16,within a few hours,92%,t,1,Eastlake,Cascade,98102,47.65117,-122.32363,Boat,Entire home/apt,8,2.5,4,5,$349.00 ,40,97,f,strict_14_with_grace_period,0.99
11599758,12222737,Emily,2/13/14,N/A,N/A,f,2,Broadway,Capitol Hill,,47.62582,-122.3231,Townhouse,Entire home/apt,6,2.5,3,3,$650.00 ,19,99,f,moderate,0.49
11601374,47332984,Keith,10/24/15,within an hour,100%,t,3,North Queen Anne,Queen Anne,98119,47.6483,-122.35918,Apartment,Entire home/apt,2,1,1,1,$140.00 ,248,97,t,strict_14_with_grace_period,5.75
11603110,14980831,Rebecca,5/1/14,within an hour,100%,t,9,First Hill,Downtown,98101,47.61272,-122.33017,Apartment,Entire home/apt,6,1,2,4,$185.00 ,61,94,t,moderate,1.43
11605215,61416063,Mandy,3/3/16,N/A,N/A,f,1,West Queen Anne,Queen Anne,98119,47.63732,-122.3633,House,Entire home/apt,8,2,4,5,$365.00 ,12,100,t,strict_14_with_grace_period,0.31
11610147,20079259,Philip,8/15/14,N/A,N/A,t,1,Mid-Beacon Hill,Beacon Hill,98108,47.55929,-122.30101,Apartment,Entire home/apt,2,1,1,1,$85.00 ,42,96,t,moderate,1.05
11621166,12796487,Shannon,3/4/14,within a few hours,95%,f,14,Stevens,Capitol Hill,98122,47.61971,-122.30742,Bed and breakfast,Private room,2,1,1,1,$125.00 ,6,97,f,strict_14_with_grace_period,0.16
11637080,38048382,Jody,7/10/15,within a few hours,100%,f,2,North Delridge,Delridge,98106,47.55881,-122.36083,House,Entire home/apt,4,1,1,1,$99.00 ,8,97,f,flexible,0.2
11638111,5478198,David,3/15/13,within an hour,100%,t,1,Mount Baker,Rainier Valley,98118,47.56813,-122.28187,Loft,Entire home/apt,4,1,0,2,$70.00 ,196,99,t,flexible,4.67
11638677,2937202,Claudia,7/14/12,N/A,N/A,f,1,Wallingford,Other neighborhoods,98103,47.6608,-122.33801,House,Entire home/apt,2,1,1,1,$130.00 ,32,98,f,moderate,0.75
11638678,36964583,Kevin,6/28/15,within an hour,100%,f,3,Atlantic,Central Area,98144,47.59281,-122.3016,House,Private room,2,1,1,1,$45.00 ,175,87,t,moderate,4.08
11640043,3363382,Robert,8/24/12,N/A,N/A,f,1,Briarcliff,Magnolia,98199,47.64265,-122.40489,House,Entire home/apt,8,2.5,4,5,$395.00 ,3,93,f,strict_14_with_grace_period,0.08
11640921,61715772,Jason,3/5/16,within a few hours,100%,t,1,North Delridge,Delridge,98106,47.55657,-122.36325,Townhouse,Private room,2,1,1,1,$65.00 ,101,99,f,moderate,2.59
11655095,38030970,Yurij,7/9/15,N/A,N/A,f,1,Georgetown,Other neighborhoods,98108,47.55068,-122.32303,House,Entire home/apt,5,2.5,2,2,$210.00 ,0,,t,moderate,
11658909,24165555,Caitlin & Charlie,11/25/14,N/A,N/A,f,1,Broadway,Capitol Hill,98102,47.62478,-122.31735,Apartment,Entire home/apt,3,1,1,1,$90.00 ,1,80,f,flexible,0.03
11672368,11341339,Liz,1/15/14,within an hour,100%,t,1,Wedgwood,Other neighborhoods,98115,47.6878,-122.3011,Guesthouse,Entire home/apt,2,1,1,2,$80.00 ,21,98,f,moderate,1.55
11674535,51040817,Robin,12/11/15,within an hour,100%,f,3,Wallingford,Other neighborhoods,98103,47.66568,-122.33748,Apartment,Entire home/apt,4,1,1,2,$135.00 ,59,97,t,strict_14_with_grace_period,1.46
11678366,3234703,Elise,8/12/12,N/A,N/A,f,1,Wallingford,Other neighborhoods,98105,47.66005,-122.32322,House,Entire home/apt,2,1,1,1,$89.00 ,4,100,t,flexible,0.18
11679052,62032202,Mark,3/7/16,within an hour,100%,t,1,Columbia City,Rainier Valley,98118,47.55738,-122.27633,Guest suite,Entire home/apt,4,1,1,1,$97.00 ,65,99,f,moderate,1.69
11679184,62034319,Tina & Justin,3/7/16,N/A,N/A,f,1,Wallingford,Other neighborhoods,98105,47.66846,-122.32647,House,Entire home/apt,4,1,1,2,$90.00 ,108,94,t,moderate,2.54
11687866,16643290,Matt,6/10/14,N/A,N/A,f,1,North Queen Anne,Queen Anne,98119,47.64797,-122.35878,Apartment,Private room,2,1,1,1,$89.00 ,0,,f,flexible,
11697817,59914738,Drew,2/22/16,within an hour,100%,t,2,Genesee,West Seattle,98116,47.56541,-122.38728,Townhouse,Entire home/apt,3,1.5,2,2,$110.00 ,40,99,f,moderate,1.05
11712120,62263795,Mikhail,3/9/16,within an hour,100%,f,3,North College Park,Northgate,98133,47.70236,-122.34192,House,Private room,2,1,1,2,$80.00 ,14,80,f,strict_14_with_grace_period,0.35
11724336,9670906,Aaron,10/27/13,within an hour,100%,f,1,Southeast Magnolia,Magnolia,98199,47.6437,-122.38952,House,Entire home/apt,10,2.5,4,5,$420.00 ,16,98,f,strict_14_with_grace_period,0.41
11743748,5548832,Christie,3/20/13,within an hour,100%,t,2,North Queen Anne,Queen Anne,98119,47.65138,-122.37143,Guesthouse,Entire home/apt,4,1,0,1,$85.00 ,167,98,t,moderate,3.98
11769898,9206918,Liz,10/3/13,N/A,N/A,f,1,Stevens,Capitol Hill,98122,47.61689,-122.31064,Apartment,Entire home/apt,2,1,1,1,$115.00 ,37,95,f,moderate,0.87
11775115,43307525,Karin,9/3/15,N/A,N/A,f,1,Broadway,Capitol Hill,98102,47.63535,-122.31913,House,Private room,2,1,1,1,$80.00 ,21,95,f,flexible,0.58
11778122,62710663,Jenny,3/13/16,N/A,N/A,f,1,University District,University District,98105,47.66385,-122.30668,Apartment,Private room,1,1,1,1,$55.00 ,1,100,f,flexible,0.02
11785399,3319649,Nicci,8/20/12,within an hour,100%,t,5,Minor,Central Area,98122,47.60315,-122.30782,House,Private room,2,1,1,1,$35.00 ,126,97,f,moderate,2.95
11802330,3160093,Sarah,8/4/12,within an hour,100%,f,1,Green Lake,Other neighborhoods,98115,47.68468,-122.3249,Guest suite,Entire home/apt,2,1,1,1,$100.00 ,28,99,f,moderate,0.69
11810269,10235544,Scott (Aka Skip),11/24/13,within an hour,100%,t,8,Leschi,Central Area,98144,47.59325,-122.29466,Guest suite,Entire home/apt,2,1,0,1,$75.00 ,34,99,f,strict_14_with_grace_period,0.81
11819518,62956167,Cameron,3/14/16,N/A,N/A,t,1,Alki,West Seattle,98116,47.58142,-122.40368,House,Private room,2,1,1,0,$80.00 ,41,98,f,flexible,0.98
11820958,74305,Seattle Oasis,1/27/10,within an hour,98%,t,57,Belltown,Downtown,98121,47.61509,-122.34934,Condominium,Entire home/apt,4,1,1,1,$160.00 ,69,98,f,strict_14_with_grace_period,1.62
11821901,74305,Seattle Oasis,1/27/10,within an hour,98%,t,57,Belltown,Downtown,98121,47.61403,-122.34772,Condominium,Entire home/apt,4,1,1,1,$136.00 ,68,97,f,strict_14_with_grace_period,1.67
11825856,1801138,Shauna Causey +,2/23/12,within an hour,100%,t,3,Alki,West Seattle,98116,47.57764,-122.40625,Cottage,Entire home/apt,4,1,2,2,$172.00 ,121,97,f,strict_14_with_grace_period,2.96
11826680,61897749,Adrian,3/7/16,within an hour,100%,t,1,Crown Hill,Other neighborhoods,98117,47.69965,-122.37167,House,Entire home/apt,4,2.5,4,2,$160.00 ,3,100,f,flexible,0.18
11829208,30023018,Nathan,3/25/15,within a few hours,100%,f,1,Minor,Central Area,98122,47.61543,-122.30367,House,Entire home/apt,6,1,2,2,$209.00 ,56,98,f,strict_14_with_grace_period,1.42
11845640,10981379,Jan,1/3/14,within an hour,98%,t,1717,Central Business District,Downtown,98101,47.61432,-122.33181,Condominium,Entire home/apt,2,1,0,1,$144.00 ,2,90,f,strict_14_with_grace_period,0.08
11846910,10981379,Jan,1/3/14,within an hour,98%,t,1717,Central Business District,Downtown,98101,47.61413,-122.33366,Condominium,Entire home/apt,6,2,2,3,$259.00 ,0,,f,strict_14_with_grace_period,
11847035,10981379,Jan,1/3/14,within an hour,98%,t,1717,Central Business District,Downtown,98101,47.61462,-122.33229,Condominium,Entire home/apt,6,2,2,3,$259.00 ,0,,f,strict_14_with_grace_period,
11867748,63267084,Melissa,3/16/16,within an hour,100%,t,1,North Beacon Hill,Beacon Hill,98144,47.57808,-122.31741,Apartment,Entire home/apt,5,1,1,1,$120.00 ,136,97,f,moderate,5.01
11879208,63341109,Tom,3/17/16,N/A,N/A,f,1,Genesee,West Seattle,98116,47.56221,-122.39089,House,Private room,2,1,1,1,$72.00 ,0,,f,flexible,
11890234,45680524,Hsiu,10/3/15,within an hour,100%,t,2,Belltown,Downtown,98121,47.61463,-122.34893,Condominium,Entire home/apt,4,1,1,2,$140.00 ,187,98,f,strict_14_with_grace_period,4.4
11892077,28824732,Sharon,3/5/15,within an hour,100%,t,1,Alki,West Seattle,98116,47.56627,-122.40777,Condominium,Entire home/apt,4,1,2,2,$180.00 ,102,97,f,moderate,2.48
11907396,5790470,Francesco,4/5/13,within an hour,88%,f,3,Alki,West Seattle,98116,47.59246,-122.39092,House,Entire home/apt,4,1,2,2,$125.00 ,171,94,f,moderate,4.14
11911218,19598332,Reid,8/6/14,within an hour,100%,t,3,Fremont,Other neighborhoods,98107,47.65674,-122.35979,House,Entire home/apt,5,1,2,3,$150.00 ,0,,f,flexible,
11912351,3319649,Nicci,8/20/12,within an hour,100%,t,5,Minor,Central Area,98122,47.60394,-122.30957,House,Private room,3,1,1,2,$110.00 ,71,99,f,moderate,1.67
